status,weather,frecventa_hz,tensiune_kv,flux_intrare_mw,flux_iesire_mw,nivel_severitate
ON,Furtuna,50.0642,400.0,511,478,2
ON,Senin,50.0,400.0,498,500,0
ON,Senin,49.9947,400.0,481,493,1
ON,Senin,50.0,400.0,515,455,0
ON,Senin,50.0,400.0,494,471,0
ON,Furtuna,50.0022,400.0,487,465,2
ON,Senin,50.0,400.0,506,458,0
ON,Tornada,50.3173,350.0,506,507,4
ON,Senin,50.0084,400.0,517,486,1
ON,Senin,50.0,400.0,507,496,0
ON,Furtuna,50.0337,400.0,503,460,2
ON,Senin,50.0,400.0,501,499,0
ON,Senin,50.0,400.0,502,455,0
ON,Senin,50.0,400.0,516,450,0
ON,Furtuna,49.9572,400.0,494,452,2
ON,Senin,50.0,400.0,495,496,0
ON,Viscol,49.8952,390.0,483,507,3
ON,Furtuna,50.0374,400.0,498,485,2
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,504,484,0
ON,Senin,50.0,400.0,499,468,0
ON,Tornada,49.806,350.0,504,503,4
ON,Senin,50.0,400.0,480,454,0
ON,Senin,50.0,400.0,519,497,0
ON,Senin,50.0,400.0,485,487,0
ON,Senin,50.0,400.0,481,499,0
ON,Senin,50.0,400.0,482,463,0
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,496,493,0
ON,Senin,50.0,400.0,516,473,0
ON,Viscol,50.0628,390.0,497,496,3
ON,Viscol,50.0886,390.0,492,483,3
ON,Viscol,50.1109,390.0,489,485,3
ON,Senin,50.0,400.0,502,497,0
ON,Senin,50.0,400.0,486,455,0
ON,Senin,50.0,400.0,488,479,0
ON,Senin,50.0,400.0,502,492,0
ON,Senin,50.0,400.0,514,476,0
ON,Senin,50.0,400.0,485,452,0
ON,Senin,50.0,400.0,498,489,0
ON,Senin,50.0,400.0,486,496,0
ON,Furtuna,50.0449,400.0,483,482,2
ON,Senin,50.0,400.0,514,462,0
ON,Senin,50.0,400.0,486,466,0
ON,Senin,50.0,400.0,483,456,0
ON,Senin,50.0,400.0,488,455,0
ON,Senin,50.0,400.0,510,456,1
ON,Furtuna,49.9859,400.0,505,487,2
ON,Senin,50.0,400.0,493,490,0
ON,Senin,50.0,400.0,485,469,0
ON,Senin,50.0,400.0,502,489,0
ON,Senin,50.0,400.0,501,496,0
ON,Tornada,50.1224,350.0,492,454,4
ON,Furtuna,49.9252,400.0,499,469,2
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,49.9993,400.0,500,451,1
ON,Senin,50.0,400.0,488,478,0
ON,Tornada,50.4709,350.0,500,463,4
ON,Senin,50.0,400.0,503,497,0
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,481,462,0
ON,Senin,50.0,400.0,519,473,0
ON,Senin,50.0,400.0,481,492,0
ON,Senin,50.0,400.0,486,500,0
ON,Senin,49.9879,400.0,484,507,1
ON,Senin,49.9911,400.0,486,492,1
ON,Viscol,50.1463,390.0,504,491,3
ON,Senin,50.0,400.0,493,497,0
ON,Senin,50.0,400.0,514,478,0
ON,Senin,50.0,400.0,490,486,0
ON,Senin,50.0,400.0,501,487,0
ON,Senin,50.0041,400.0,490,462,1
ON,Senin,50.0,400.0,501,481,0
ON,Senin,50.0,400.0,483,505,0
ON,Senin,50.0,400.0,494,485,0
ON,Senin,49.9934,400.0,514,487,1
ON,Senin,50.0,400.0,506,490,0
ON,Senin,50.0,400.0,488,486,0
ON,Senin,50.0115,400.0,502,502,1
ON,Senin,50.0,400.0,519,504,0
ON,Furtuna,50.0023,400.0,507,501,2
ON,Senin,50.0,400.0,482,463,0
ON,Tornada,49.9896,350.0,486,502,4
ON,Senin,50.0,400.0,516,471,0
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,499,461,0
ON,Senin,50.0006,400.0,488,460,1
ON,Senin,50.0,400.0,502,485,0
ON,Furtuna,50.0575,400.0,516,471,2
ON,Viscol,49.9508,390.0,500,462,3
ON,Viscol,49.9799,390.0,489,490,3
ON,Senin,50.0,400.0,487,453,0
ON,Senin,50.0,400.0,498,466,0
ON,Senin,50.0,400.0,505,467,0
ON,Viscol,50.0926,390.0,489,452,3
ON,Viscol,50.1142,390.0,491,508,3
ON,Senin,50.0,400.0,495,487,0
ON,Senin,50.0,400.0,506,492,0
ON,Senin,50.0,400.0,511,481,0
ON,Senin,50.0,400.0,503,463,0
ON,Senin,50.0173,400.0,515,467,1
ON,Senin,50.0,400.0,506,464,0
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,505,475,0
ON,Senin,50.0,400.0,519,455,0
ON,Senin,50.0,400.0,488,490,0
ON,Senin,50.0,400.0,490,469,0
ON,Furtuna,50.076,400.0,482,508,2
ON,Senin,50.0,400.0,510,464,0
ON,Senin,50.0,400.0,500,471,0
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,509,488,0
ON,Senin,50.0,400.0,511,498,0
ON,Furtuna,49.9983,400.0,494,465,2
ON,Senin,50.0,400.0,484,507,0
ON,Tornada,49.8962,350.0,489,507,4
ON,Senin,50.0,400.0,516,486,0
ON,Senin,50.0,400.0,488,459,0
ON,Senin,50.0,400.0,517,453,0
ON,Tornada,49.7879,350.0,517,488,4
ON,Viscol,49.9392,390.0,500,490,3
ON,Senin,50.0,400.0,495,486,0
ON,Viscol,49.9974,390.0,503,464,3
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,489,487,0
ON,Senin,50.0,400.0,514,506,0
ON,Tornada,49.5488,350.0,498,476,4
ON,Senin,49.9837,400.0,505,452,1
ON,Senin,50.0,400.0,507,488,0
ON,Senin,50.0,400.0,486,460,0
ON,Senin,50.0,400.0,481,506,0
ON,Senin,50.0,400.0,492,473,0
ON,Senin,50.0,400.0,480,498,0
ON,Senin,50.0,400.0,509,491,0
ON,Tornada,49.5815,350.0,506,489,4
ON,Senin,50.0,400.0,516,481,0
ON,Senin,50.0,400.0,486,463,0
ON,Tornada,50.4274,350.0,516,466,4
ON,Furtuna,49.9937,400.0,503,483,2
ON,Furtuna,50.0431,400.0,507,497,2
ON,Senin,50.0,400.0,483,492,0
ON,Senin,50.0,400.0,518,468,0
ON,Senin,50.0,400.0,497,461,0
ON,Senin,50.0,400.0,506,485,0
ON,Senin,49.9837,400.0,484,482,1
ON,Senin,50.0,400.0,499,462,0
ON,Senin,50.0,400.0,492,475,0
ON,Senin,50.0,400.0,494,508,0
ON,Senin,50.0,400.0,498,460,0
ON,Senin,50.0,400.0,482,455,0
ON,Senin,50.0,400.0,496,478,0
ON,Senin,50.0,400.0,511,485,0
ON,Senin,49.9913,400.0,510,459,1
ON,Furtuna,49.9294,400.0,519,494,2
ON,Senin,50.0,400.0,510,452,0
ON,Tornada,49.6393,350.0,506,475,4
ON,Senin,49.9934,400.0,514,496,1
ON,Furtuna,49.9462,400.0,511,489,2
ON,Tornada,50.4681,350.0,499,472,4
ON,Furtuna,50.0258,400.0,486,478,2
ON,Senin,50.0,400.0,515,463,0
ON,Senin,50.0131,400.0,492,467,1
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,496,487,0
ON,Senin,50.0,400.0,506,502,0
ON,Viscol,50.1119,390.0,516,450,3
ON,Senin,50.0035,400.0,514,473,1
ON,Senin,50.0,400.0,486,481,0
ON,Senin,50.0,400.0,487,494,0
ON,Senin,50.0,400.0,514,469,0
ON,Senin,50.0,400.0,507,474,0
ON,Senin,50.0,400.0,504,457,0
ON,Furtuna,50.0555,400.0,486,492,2
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,499,481,0
ON,Senin,50.0,400.0,499,499,0
ON,Tornada,50.0472,350.0,509,484,4
ON,Senin,50.0172,400.0,514,504,1
ON,Senin,49.9812,400.0,500,474,1
ON,Senin,50.0,400.0,496,455,0
ON,Senin,50.0,400.0,496,483,0
ON,Senin,49.9893,400.0,508,489,1
ON,Senin,50.0,400.0,481,507,0
ON,Senin,50.0,400.0,485,502,0
ON,Senin,50.0,400.0,493,459,0
ON,Senin,50.0,400.0,486,451,0
ON,Senin,50.0188,400.0,514,460,1
ON,Senin,50.019,400.0,508,459,1
ON,Senin,50.0,400.0,494,505,0
ON,Senin,50.0,400.0,492,468,0
ON,Senin,49.9962,400.0,504,454,1
ON,Senin,50.0,400.0,498,465,0
ON,Senin,50.0,400.0,509,458,0
ON,Senin,50.0,400.0,482,503,0
ON,Senin,50.0,400.0,515,456,0
ON,Senin,50.0,400.0,499,467,0
ON,Senin,49.9912,400.0,495,452,1
ON,Senin,50.0,400.0,495,500,0
ON,Senin,50.0,400.0,483,465,0
ON,Senin,49.9901,400.0,493,458,1
ON,Furtuna,50.0677,400.0,503,488,2
ON,Senin,50.0,400.0,490,470,0
ON,Senin,50.0,400.0,508,483,0
ON,Furtuna,50.0593,400.0,492,498,2
ON,Senin,50.0131,400.0,513,451,1
ON,Furtuna,50.0146,400.0,509,483,2
ON,Senin,50.0,400.0,483,497,0
ON,Senin,50.0,400.0,500,507,0
ON,Senin,50.0,400.0,492,470,0
ON,Senin,50.0,400.0,507,463,0
ON,Senin,50.0,400.0,517,495,0
ON,Senin,50.0,400.0,489,472,0
ON,Senin,50.0,400.0,516,463,0
ON,Senin,50.0,400.0,517,453,0
ON,Senin,49.9842,400.0,499,499,1
ON,Senin,50.0076,400.0,503,477,1
ON,Senin,50.0,400.0,509,494,0
ON,Senin,50.0,400.0,519,502,0
ON,Senin,50.0,400.0,497,499,0
ON,Senin,50.0,400.0,482,502,0
ON,Senin,49.9852,400.0,511,499,1
ON,Senin,50.0,400.0,504,477,0
ON,Viscol,50.1358,390.0,515,508,3
ON,Senin,50.0,400.0,514,462,0
ON,Senin,50.005,400.0,487,453,1
OFF,Inundatie,0.0,0.0,0,0,5
ON,Viscol,50.1403,390.0,498,465,3
ON,Senin,50.0,400.0,501,486,0
ON,Senin,50.0,400.0,502,498,0
ON,Senin,50.0,400.0,518,480,0
ON,Senin,50.0,400.0,484,497,0
ON,Viscol,50.0311,390.0,519,466,3
ON,Senin,50.0049,400.0,500,469,1
ON,Senin,50.0,400.0,511,488,0
ON,Furtuna,50.0749,400.0,501,464,2
ON,Senin,49.998,400.0,502,505,1
ON,Furtuna,49.9904,400.0,519,496,2
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,496,482,0
OFF,Inundatie,0.0,0.0,0,0,5
ON,Viscol,49.85,390.0,510,489,3
ON,Senin,50.0167,400.0,486,500,1
ON,Senin,50.0,400.0,495,462,0
ON,Furtuna,49.9624,400.0,514,487,2
ON,Senin,50.0,400.0,491,458,0
ON,Viscol,49.9215,390.0,491,465,3
ON,Senin,50.0,400.0,489,475,0
ON,Furtuna,50.0335,400.0,488,502,2
ON,Senin,50.0,400.0,485,470,0
ON,Viscol,50.0371,390.0,515,463,3
ON,Viscol,50.0652,390.0,501,488,3
ON,Senin,50.0,400.0,498,465,0
ON,Furtuna,49.9943,400.0,519,475,2
ON,Furtuna,49.9855,400.0,490,469,2
ON,Senin,50.0,400.0,510,476,0
ON,Senin,50.0,400.0,515,453,0
ON,Senin,50.0,400.0,511,486,0
ON,Senin,50.0,400.0,502,493,0
ON,Senin,50.0,400.0,481,503,0
ON,Furtuna,49.9717,400.0,512,482,2
ON,Senin,50.0,400.0,481,482,0
ON,Senin,50.0,400.0,489,471,0
ON,Furtuna,50.0698,400.0,504,501,2
ON,Viscol,50.0138,390.0,509,455,3
ON,Senin,50.0,400.0,503,486,0
ON,Senin,50.0,400.0,485,503,0
ON,Tornada,49.8175,350.0,514,475,4
ON,Tornada,49.766,350.0,511,456,4
ON,Senin,49.9942,400.0,508,501,1
ON,Senin,50.0,400.0,491,509,0
ON,Senin,50.004,400.0,514,501,1
ON,Senin,50.0,400.0,508,491,0
ON,Senin,50.0,400.0,518,472,0
ON,Senin,50.0,400.0,511,461,0
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0125,400.0,487,471,1
ON,Furtuna,50.0386,400.0,513,499,2
ON,Senin,49.9953,400.0,481,495,1
ON,Senin,50.0,400.0,498,456,0
ON,Senin,50.0,400.0,518,467,0
ON,Senin,50.0,400.0,511,497,0
ON,Senin,50.0,400.0,495,474,0
ON,Furtuna,50.0152,400.0,487,481,2
ON,Senin,50.0,400.0,518,462,0
ON,Furtuna,50.0523,400.0,487,458,2
ON,Senin,50.0106,400.0,518,470,1
ON,Furtuna,50.069,400.0,509,459,2
ON,Senin,50.0,400.0,512,467,0
ON,Senin,50.0,400.0,501,472,0
ON,Senin,50.0,400.0,493,463,0
ON,Senin,50.0,400.0,510,500,0
ON,Senin,50.0,400.0,504,491,0
ON,Furtuna,50.0753,400.0,514,457,2
ON,Viscol,50.055,390.0,501,461,3
ON,Senin,50.0,400.0,504,455,0
ON,Viscol,49.9963,390.0,515,472,3
ON,Senin,50.0,400.0,503,489,0
ON,Senin,50.0,400.0,513,489,0
ON,Senin,50.0,400.0,498,452,0
ON,Senin,50.0,400.0,488,507,0
ON,Furtuna,50.0,400.0,499,491,2
ON,Senin,50.0,400.0,504,509,0
ON,Senin,50.0,400.0,500,499,0
ON,Senin,50.0,400.0,516,498,0
ON,Viscol,49.8548,390.0,500,474,3
ON,Senin,50.0073,400.0,517,476,1
ON,Senin,50.0,400.0,490,497,0
ON,Furtuna,50.0793,400.0,519,454,2
ON,Senin,50.0195,400.0,518,507,1
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,492,488,0
ON,Senin,50.0,400.0,500,469,0
ON,Senin,50.0,400.0,505,494,0
ON,Senin,50.0,400.0,506,481,0
ON,Senin,50.0,400.0,509,471,0
ON,Senin,50.0019,400.0,515,478,1
ON,Senin,50.0,400.0,512,488,0
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,509,470,0
ON,Senin,50.0047,400.0,509,468,1
ON,Senin,50.0,400.0,490,465,0
OFF,Inundatie,0.0,0.0,0,0,5
ON,Viscol,50.1135,390.0,514,505,3
ON,Senin,50.0,400.0,505,476,0
ON,Senin,50.0,400.0,515,490,0
ON,Senin,50.0,400.0,509,507,0
ON,Senin,50.0,400.0,481,499,0
ON,Senin,50.0043,400.0,494,486,1
ON,Furtuna,50.0327,400.0,488,492,2
ON,Viscol,49.9227,390.0,487,484,3
ON,Senin,50.0,400.0,498,502,0
ON,Senin,50.0,400.0,499,454,0
ON,Senin,50.0,400.0,515,481,0
ON,Senin,50.0,400.0,519,457,0
ON,Senin,49.9808,400.0,486,457,1
ON,Furtuna,50.0409,400.0,482,455,2
ON,Senin,50.0,400.0,510,457,0
ON,Senin,49.9826,400.0,497,458,1
ON,Senin,50.0,400.0,494,464,0
ON,Senin,50.0,400.0,484,460,0
ON,Senin,50.0,400.0,497,461,0
ON,Senin,50.0,400.0,514,489,0
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,485,461,0
ON,Viscol,50.0584,390.0,517,476,3
ON,Senin,50.0,400.0,510,494,0
ON,Senin,50.0,400.0,492,499,0
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,504,483,0
ON,Tornada,50.1939,350.0,480,474,4
ON,Senin,50.0,400.0,481,473,0
ON,Senin,50.0,400.0,496,455,0
ON,Senin,50.0,400.0,499,487,0
ON,Furtuna,49.9716,400.0,504,470,2
ON,Senin,50.0,400.0,501,489,0
ON,Senin,50.0,400.0,499,474,0
ON,Furtuna,49.9549,400.0,483,478,2
ON,Senin,50.0,400.0,492,482,0
ON,Senin,50.0,400.0,481,497,0
ON,Senin,50.0,400.0,485,501,0
OFF,Inundatie,0.0,0.0,0,0,5
ON,Tornada,49.5688,350.0,504,483,4
ON,Senin,50.0,400.0,512,500,0
ON,Senin,50.0049,400.0,511,465,1
ON,Senin,50.0,400.0,501,494,0
ON,Senin,50.0,400.0,488,464,0
ON,Senin,50.0,400.0,498,462,0
ON,Senin,50.0,400.0,509,460,0
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,484,483,0
ON,Viscol,49.9053,390.0,500,490,3
ON,Senin,50.0,400.0,494,501,0
ON,Senin,50.0,400.0,508,450,0
ON,Viscol,49.9875,390.0,489,488,3
ON,Senin,50.0,400.0,489,488,0
ON,Senin,50.0,400.0,481,480,0
ON,Senin,50.0,400.0,495,508,0
ON,Senin,50.0,400.0,504,471,0
ON,Senin,50.0,400.0,493,492,0
ON,Viscol,50.1348,390.0,514,460,3
ON,Senin,50.0,400.0,492,479,0
ON,Senin,50.0,400.0,514,462,0
ON,Senin,50.0,400.0,502,501,0
ON,Senin,50.0,400.0,503,502,0
ON,Senin,50.0,400.0,497,473,0
ON,Senin,50.0,400.0,505,461,0
ON,Senin,50.0,400.0,482,489,0
ON,Senin,50.0,400.0,489,475,0
ON,Senin,50.0,400.0,510,469,0
ON,Senin,49.9903,400.0,488,455,1
ON,Senin,50.0,400.0,505,455,0
ON,Senin,49.9812,400.0,515,473,1
ON,Senin,50.0,400.0,494,500,0
ON,Senin,50.0,400.0,491,453,0
ON,Senin,50.0,400.0,483,484,0
ON,Viscol,49.8616,390.0,488,458,3
ON,Viscol,49.8529,390.0,516,468,3
ON,Tornada,50.2282,350.0,481,490,4
ON,Senin,50.0,400.0,500,475,0
ON,Senin,50.0,400.0,506,500,0
ON,Senin,50.0073,400.0,519,456,1
ON,Viscol,49.896,390.0,480,481,3
ON,Senin,49.9855,400.0,514,470,1
ON,Senin,50.0,400.0,488,467,0
ON,Senin,50.0,400.0,496,473,0
ON,Senin,50.0,400.0,502,503,0
ON,Furtuna,50.06,400.0,489,509,2
ON,Senin,50.0,400.0,492,506,0
ON,Tornada,49.8519,350.0,515,454,4
ON,Senin,50.0,400.0,513,483,0
ON,Senin,49.9811,400.0,515,504,1
ON,Senin,49.9877,400.0,503,461,1
ON,Tornada,49.8426,350.0,495,478,4
ON,Senin,50.0,400.0,496,477,0
ON,Senin,50.0129,400.0,505,466,1
ON,Senin,50.0,400.0,516,508,0
ON,Furtuna,49.9893,400.0,500,458,2
ON,Senin,49.9993,400.0,515,465,1
ON,Viscol,50.073,390.0,493,471,3
ON,Tornada,49.5189,350.0,491,472,4
ON,Senin,50.0,400.0,480,509,0
ON,Senin,50.0,400.0,518,490,0
ON,Senin,50.0,400.0,491,462,0
ON,Senin,50.0,400.0,508,483,0
ON,Furtuna,50.0589,400.0,503,499,2
ON,Senin,50.0072,400.0,506,471,1
ON,Viscol,49.8669,390.0,507,474,3
ON,Senin,50.0,400.0,508,472,0
ON,Viscol,49.8505,390.0,518,486,3
ON,Senin,50.0124,400.0,490,501,1
ON,Senin,50.0,400.0,485,470,0
ON,Senin,50.0,400.0,485,481,0
ON,Furtuna,49.9522,400.0,503,465,2
ON,Furtuna,49.9672,400.0,502,461,2
ON,Senin,50.0,400.0,489,457,0
ON,Tornada,50.3319,350.0,489,502,4
ON,Senin,50.0,400.0,493,480,0
ON,Senin,50.0,400.0,486,469,0
ON,Senin,50.0184,400.0,513,494,1
ON,Senin,50.0,400.0,508,501,0
ON,Furtuna,50.0372,400.0,515,498,2
ON,Senin,50.0,400.0,494,482,0
ON,Senin,50.0,400.0,505,502,0
ON,Viscol,50.1464,390.0,495,490,3
ON,Senin,50.0,400.0,516,459,0
ON,Senin,50.0,400.0,516,452,0
ON,Senin,50.0,400.0,492,477,0
ON,Senin,50.0,400.0,515,508,0
ON,Viscol,50.1067,390.0,507,486,3
ON,Senin,50.0,400.0,501,465,0
ON,Senin,50.0,400.0,506,485,0
ON,Senin,50.0,400.0,498,509,0
ON,Senin,50.0,400.0,486,475,0
ON,Viscol,49.9689,390.0,498,509,3
ON,Viscol,49.9404,390.0,500,482,3
ON,Senin,50.0,400.0,499,456,0
ON,Senin,50.0,400.0,511,450,0
ON,Senin,50.0,400.0,499,479,0
ON,Senin,50.0,400.0,515,450,0
ON,Senin,50.0,400.0,506,496,0
ON,Senin,50.0,400.0,513,457,0
ON,Senin,50.0019,400.0,495,457,1
ON,Senin,50.0158,400.0,511,498,1
ON,Senin,50.0,400.0,485,484,0
ON,Tornada,49.7451,350.0,511,492,4
ON,Senin,50.0,400.0,490,475,0
ON,Furtuna,49.9715,400.0,507,482,2
ON,Senin,50.0,400.0,487,470,0
ON,Senin,49.9885,400.0,487,467,1
ON,Senin,50.0,400.0,495,481,0
ON,Senin,50.0,400.0,515,498,0
ON,Viscol,50.0928,390.0,519,486,3
ON,Senin,50.0,400.0,500,480,0
ON,Senin,50.0005,400.0,508,501,1
ON,Senin,50.0,400.0,512,466,0
ON,Senin,50.0,400.0,512,477,0
ON,Senin,50.009,400.0,515,507,1
ON,Senin,50.0,400.0,489,500,0
ON,Furtuna,49.9589,400.0,504,503,2
ON,Senin,50.0,400.0,517,485,0
ON,Senin,50.0,400.0,519,459,0
ON,Senin,50.0,400.0,495,502,0
ON,Senin,50.0,400.0,501,502,0
ON,Senin,50.0,400.0,489,484,0
ON,Senin,50.0,400.0,515,507,0
ON,Senin,50.0,400.0,519,499,0
ON,Senin,50.0,400.0,494,500,0
ON,Senin,49.9919,400.0,485,503,1
ON,Tornada,49.8945,350.0,489,494,4
ON,Senin,50.0,400.0,504,450,0
ON,Furtuna,50.0634,400.0,487,493,2
ON,Senin,50.0,400.0,505,465,0
ON,Senin,50.0,400.0,513,478,0
ON,Senin,50.0,400.0,503,482,0
ON,Senin,50.0,400.0,492,462,0
ON,Furtuna,50.04,400.0,496,460,2
ON,Viscol,49.9134,390.0,518,469,3
ON,Senin,50.014,400.0,483,500,1
ON,Senin,50.0,400.0,495,472,0
ON,Senin,50.0,400.0,510,458,0
ON,Senin,50.0,400.0,486,461,0
ON,Senin,49.9806,400.0,498,488,1
ON,Senin,50.0,400.0,480,494,0
ON,Viscol,50.1059,390.0,503,496,3
ON,Senin,50.018,400.0,501,472,1
ON,Tornada,49.7767,350.0,487,466,4
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,518,496,0
ON,Senin,50.0,400.0,502,505,0
ON,Senin,50.0,400.0,506,498,0
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,502,487,0
ON,Viscol,50.0794,390.0,515,453,3
ON,Senin,49.988,400.0,519,455,1
ON,Senin,50.0,400.0,506,490,0
ON,Senin,50.0,400.0,492,496,0
ON,Senin,50.0,400.0,516,466,0
ON,Senin,50.0,400.0,484,471,0
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,497,467,0
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,514,494,0
ON,Senin,49.9869,400.0,510,505,1
ON,Senin,50.0,400.0,489,504,0
ON,Senin,50.0,400.0,488,483,0
ON,Senin,50.0,400.0,485,505,0
ON,Senin,50.0,400.0,519,476,0
ON,Senin,50.0,400.0,518,479,0
ON,Senin,50.0,400.0,503,487,0
ON,Furtuna,49.9296,400.0,488,450,2
ON,Senin,50.0,400.0,498,496,0
ON,Furtuna,50.0191,400.0,499,455,2
ON,Senin,50.0,400.0,499,508,0
ON,Senin,49.9912,400.0,515,488,1
ON,Senin,50.0,400.0,506,461,0
ON,Senin,50.0,400.0,492,501,0
ON,Senin,50.0125,400.0,504,490,1
ON,Furtuna,49.9586,400.0,519,484,2
ON,Furtuna,49.9981,400.0,484,480,2
ON,Senin,49.9844,400.0,519,502,1
ON,Senin,50.0,400.0,507,461,0
ON,Furtuna,49.9398,400.0,503,457,2
ON,Senin,50.0,400.0,491,499,0
ON,Senin,50.0,400.0,510,508,0
ON,Senin,50.0,400.0,518,464,0
OFF,Inundatie,0.0,0.0,0,0,5
ON,Viscol,50.0061,390.0,481,465,3
ON,Senin,50.0,400.0,493,455,0
ON,Viscol,49.9472,390.0,513,461,3
ON,Senin,50.0,400.0,480,469,0
ON,Senin,49.9887,400.0,489,474,1
ON,Senin,50.0,400.0,518,492,0
ON,Senin,50.0,400.0,504,464,0
ON,Senin,50.0,400.0,500,451,0
ON,Senin,50.0,400.0,496,484,0
ON,Senin,50.0,400.0,517,495,0
ON,Senin,49.9932,400.0,511,505,1
ON,Senin,50.0,400.0,515,468,0
ON,Furtuna,50.0201,400.0,491,485,2
ON,Senin,50.0,400.0,488,450,0
ON,Viscol,49.9441,390.0,515,505,3
ON,Senin,50.0,400.0,490,456,0
ON,Tornada,49.8022,350.0,517,481,4
ON,Furtuna,49.9958,400.0,514,452,2
ON,Tornada,50.1583,350.0,508,481,4
ON,Furtuna,49.943,400.0,511,488,2
ON,Senin,50.0,400.0,511,477,0
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,486,480,0
ON,Senin,50.0,400.0,489,463,0
ON,Senin,50.0175,400.0,482,480,1
ON,Senin,50.0,400.0,519,455,0
ON,Senin,50.0,400.0,499,499,0
ON,Senin,50.0,400.0,507,463,0
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,49.9966,400.0,490,486,1
ON,Senin,50.0,400.0,518,456,0
ON,Senin,50.0,400.0,501,508,0
ON,Senin,50.0079,400.0,509,507,1
ON,Senin,50.0,400.0,502,483,0
ON,Viscol,49.9312,390.0,512,500,3
ON,Senin,50.0,400.0,496,473,0
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,485,504,0
ON,Senin,50.0,400.0,505,454,0
ON,Senin,50.0,400.0,519,474,0
ON,Senin,50.0,400.0,490,474,0
ON,Viscol,49.8569,390.0,484,509,3
ON,Senin,50.0,400.0,490,477,0
ON,Furtuna,50.0507,400.0,492,503,2
ON,Furtuna,50.0497,400.0,492,477,2
ON,Senin,50.0,400.0,518,473,0
ON,Senin,49.9922,400.0,497,470,1
ON,Tornada,49.6784,350.0,511,480,4
ON,Senin,50.0,400.0,487,451,0
ON,Furtuna,50.0288,400.0,485,450,2
ON,Furtuna,50.0579,400.0,502,473,2
ON,Senin,50.0,400.0,511,466,0
ON,Furtuna,50.0758,400.0,482,490,2
ON,Senin,49.9876,400.0,491,481,1
ON,Senin,50.0,400.0,519,505,0
ON,Furtuna,50.0688,400.0,518,478,2
ON,Viscol,50.148,390.0,512,489,3
ON,Senin,50.0,400.0,519,455,0
ON,Viscol,50.1268,390.0,486,497,3
ON,Senin,50.0,400.0,497,465,0
ON,Senin,50.0,400.0,486,509,0
ON,Furtuna,49.9249,400.0,511,452,2
ON,Senin,50.0157,400.0,485,467,1
ON,Senin,50.0,400.0,481,463,0
ON,Senin,50.0,400.0,500,498,0
ON,Senin,49.9906,400.0,512,498,1
ON,Senin,50.0,400.0,518,509,0
ON,Senin,50.0,400.0,481,487,0
ON,Tornada,49.8646,350.0,515,503,4
ON,Senin,50.0,400.0,515,472,0
ON,Senin,50.0,400.0,500,499,0
ON,Senin,50.0,400.0,489,468,0
ON,Senin,50.0,400.0,514,497,0
ON,Senin,50.0,400.0,484,482,0
ON,Furtuna,49.9838,400.0,506,456,2
ON,Senin,50.0,400.0,497,467,0
ON,Senin,50.0,400.0,506,467,0
ON,Furtuna,49.9379,400.0,507,469,2
ON,Furtuna,50.0404,400.0,496,452,2
ON,Senin,50.0,400.0,509,507,0
ON,Senin,50.0,400.0,487,495,0
ON,Senin,50.0,400.0,499,499,0
ON,Senin,50.0,400.0,490,496,0
ON,Senin,49.9882,400.0,513,466,1
ON,Senin,50.0,400.0,497,456,0
ON,Senin,50.0,400.0,488,509,0
ON,Senin,50.0,400.0,490,497,0
ON,Senin,50.0,400.0,496,458,0
ON,Senin,50.0,400.0,483,476,0
ON,Viscol,50.133,390.0,509,453,3
ON,Senin,50.0,400.0,487,467,0
ON,Senin,50.0,400.0,484,493,0
ON,Senin,50.0,400.0,497,473,0
ON,Senin,50.0,400.0,490,475,0
